0,0,20,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,7,7,35,0,0,0,0,50,0,13,0,0,0,1,0,0,0,0,0,0,0,31,0,0,38,0,4,0,0,0,8,0,0,0,0,0,0,7,0,0,15,0,0,0,0,4,39,0,0,0,0,0,6,30,10,0,0,0,0,0,0
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,0,0,0,15,0,184,5,0,20,0,4,28,0,0,9,0,0,0,9,0,0,0,0,0,0,7,11,14,6,0,6,0,0,27,0,15,0,0,0,0,9,0,14,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,9,12
20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,77,0,8,11,0,0,80,0,121,79,0,0,7,29,0,0,0,0,0,2,0,0,177,0,0,28,0,0,8,0,0,1,0,0,0,0,0,0,3,0,0,48,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,8,0,0,2,0,0,0,0,5,0,0
9,15,0,0,0,0,19,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,4,0,0,0,0,2,26,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,16,0,0,0,14,1,0,0,3,0,10,0,0,0,0,0,0,17,0,0,10,37,0,0,0,0,0,1,0,0,0,0,0,23,0,0
0,0,0,0,0,35,50,0,0,14,0,13,0,2,0,0,29,11,0,0,0,0,6,0,2,76,0,12,0,0,0,48,0,5,0,5,0,7,0,0,0,0,0,0,0,0,0,12,0,78,66,0,0,0,4,0,0,1,0,0,0,0,0,5,0,21,46,0,0,0,0,0,6,24,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,5,0,0,69,0,0,0,0,1,0,0,20,0,0,9,0,0,0,0,5,8,0,0,11,0,0,0,5,9,0,0,55,0,0,0,0,0,24,0,0,0,0,0,53,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,7,0,0,1,0,0,0,0
0,0,0,19,50,4,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,7,0,0,41,0,0,0,0,0,0,0,18,0,0,50,0,0,0,0,0,0,0,0,27,0,0,0,3,0,0,0,41,0,0,0,0,2,15,0,12,0,0,0,38,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,21,0,0,23,0,0,0,34,0,7,0,0,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,28,14,0,0,0,0,0,34,0,0,7,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,25,0,1,0,1,11,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,25,0,3,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,1,0,0,0,15,11,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,21,0,12,0,0,0,46,0,0,0,0,0,9,0,44,0,0,0,0,0,0
0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,14,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,5,0,22,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
